category,split,chunk,spine_count,filenames
SPINE,multicoil_train,multicoil_train.tar.part-00021,38,meas_MID00414_FID114458_SAG_STIR.h5;meas_MID00414_FID121110_LT_COR_T2_OBL.h5;meas_MID00414_FID128463_COR_T2.h5;meas_MID00415_FID129375_SAG_STIR.h5;meas_MID00416_FID124352_AX_T2_P2.h5;meas_MID00416_FID129376_RT_COR_T2_OBL.h5;meas_MID00416_FID134061_SAG_T1.h5;meas_MID00417_FID114461_AX_T2_ANGLE_DISC.h5;meas_MID00417_FID129377_LT_COR_T2_OBL.h5;meas_MID00419_FID113890_COR_T2.h5;meas_MID00419_FID134064_AX_T2.h5;meas_MID00420_FID113891_SAG_T2.h5;meas_MID00420_FID114464_AX_T2_P2.h5;meas_MID00420_FID128469_SAG_T2.h5;meas_MID00421_FID128470_SAG_T1.h5;meas_MID00421_FID134066_SAG_STIR.h5;meas_MID00422_FID124358_AX_T2.h5;meas_MID00422_FID128471_SAG_STIR.h5;meas_MID00422_FID134067_RT_COR_T2_OBL.h5;meas_MID00423_FID119224_COR_T2.h5;meas_MID00423_FID128472_AX_T2_ANGLE_DISC.h5;meas_MID00423_FID134068_LT_COR_T2_OBL.h5;meas_MID00424_FID113895_SAG_T1.h5;meas_MID00426_FID119227_SAG_T2.h5;meas_MID00427_FID113898_AX_T2.h5;meas_MID00427_FID119228_SAG_T1.h5;meas_MID00428_FID120664_COR_T2.h5;meas_MID00429_FID111397_COR_T2.h5;meas_MID00429_FID113900_SAG_STIR.h5;meas_MID00429_FID120665_SAG_T2.h5;meas_MID00429_FID128478_AX_T2.h5;meas_MID00430_FID111398_SAG_T2.h5;meas_MID00430_FID113901_RT_COR_T2_OBL.h5;meas_MID00430_FID119231_AX_T2_P2.h5;meas_MID00431_FID119232_SAG_STIR.h5;meas_MID00433_FID115384_COR_T2.h5;meas_MID00433_FID120669_SAG_T1.h5;meas_MID00434_FID119235_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_train,multicoil_train.tar.part-00024,38,meas_MID00483_FID126494_COR_T2.h5;meas_MID00484_FID115435_AX_T2_P2.h5;meas_MID00484_FID126495_SAG_T2.h5;meas_MID00486_FID114530_SAG_T1.h5;meas_MID00488_FID126009_AX_T2_P2.h5;meas_MID00488_FID126499_SAG_T1.h5;meas_MID00491_FID126502_AX_T2.h5;meas_MID00492_FID114536_AXIAL_T2.h5;meas_MID00493_FID112470_COR_T2.h5;meas_MID00493_FID126504_SAG_STIR.h5;meas_MID00494_FID114538_SAG_STIR.h5;meas_MID00494_FID126505_RT_COR_T2_OBL.h5;meas_MID00495_FID112472_SAG_T2.h5;meas_MID00495_FID114539_RT_COR_T2_OBL.h5;meas_MID00495_FID126016_AX_T2.h5;meas_MID00495_FID126506_LT_COR_T2_OBL.h5;meas_MID00496_FID112473_SAG_T1.h5;meas_MID00496_FID114540_LT_COR_T2_OBL.h5;meas_MID00496_FID126507_SAG_T1.h5;meas_MID00497_FID112474_SAG_STIR.h5;meas_MID00497_FID114541_SAG_T1.h5;meas_MID00498_FID112475_AX_T2_ANGLE_DISC.h5;meas_MID00501_FID112478_AX_T2_P2.h5;meas_MID00501_FID132129_COR_T2.h5;meas_MID00503_FID132131_SAG_T2.h5;meas_MID00504_FID132132_SAG_T1.h5;meas_MID00505_FID132133_SAG_STIR.h5;meas_MID00506_FID132134_AX_T2_ANGLE_DISC.h5;meas_MID00507_FID110940_SAG_T2.h5;meas_MID00507_FID130577_COR_T2.h5;meas_MID00508_FID110941_SAG_T1.h5;meas_MID00509_FID110942_SAG_STIR.h5;meas_MID00510_FID130580_SAG_T2.h5;meas_MID00511_FID130581_SAG_T1.h5;meas_MID00512_FID130582_SAG_STIR.h5;meas_MID00512_FID132140_AX_T2_P2.h5;meas_MID00518_FID110951_AX_T2.h5;meas_MID00518_FID130588_AX_T2_T_SP.h5
SPINE,multicoil_train,multicoil_train.tar.part-00009,37,meas_MID00211_FID124147_AX_T2_P2.h5;meas_MID00213_FID132406_RT_COR_T2_OBL.h5;meas_MID00214_FID132407_LT_COR_T2_OBL.h5;meas_MID00215_FID118113_AX_T2_T_SP.h5;meas_MID00216_FID121984_COR_T2.h5;meas_MID00216_FID124152_AX_T2_ANGLE_DISC.h5;meas_MID00216_FID128724_COR_T2.h5;meas_MID00217_FID128725_SAG_T2.h5;meas_MID00218_FID128726_SAG_T1.h5;meas_MID00219_FID121501_COR_T2.h5;meas_MID00219_FID128727_SAG_STIR.h5;meas_MID00220_FID115732_COR_T2.h5;meas_MID00220_FID121988_SAG_T2.h5;meas_MID00220_FID125741_SAG_T2.h5;meas_MID00220_FID128728_AX_T2.h5;meas_MID00221_FID121503_SAG_T2.h5;meas_MID00221_FID121989_SAG_T1.h5;meas_MID00221_FID125742_AXIAL_T2.h5;meas_MID00222_FID113192_COR_T2.h5;meas_MID00222_FID121504_SAG_T1.h5;meas_MID00222_FID121990_SAG_STIR.h5;meas_MID00223_FID113193_SAG_T2.h5;meas_MID00223_FID115735_SAG_T2.h5;meas_MID00223_FID121505_SAG_STIR.h5;meas_MID00223_FID121991_AX_T2_ANGLE_DISC.h5;meas_MID00223_FID132416_COR_T2.h5;meas_MID00224_FID121992_AX_T2.h5;meas_MID00224_FID124160_COR_T2.h5;meas_MID00224_FID132417_SAG_T2.h5;meas_MID00225_FID115737_SAG_T1.h5;meas_MID00226_FID115738_SAG_STIR.h5;meas_MID00226_FID124162_SAG_T2.h5;meas_MID00226_FID126783_COR_T2.h5;meas_MID00226_FID128734_AX_T2.h5;meas_MID00226_FID135342_COR_T2.h5;meas_MID00227_FID113197_SAG_T1.h5;meas_MID00227_FID115739_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_train,multicoil_train.tar.part-00015,37,meas_MID00293_FID124229_SAG_STIR.h5;meas_MID00294_FID122062_COR_T2.h5;meas_MID00294_FID124230_AX_T2_ANGLE_DISC.h5;meas_MID00294_FID130364_COR_T2.h5;meas_MID00295_FID122063_SAG_T2.h5;meas_MID00296_FID130366_SAG_T2.h5;meas_MID00297_FID130367_SAG_T1.h5;meas_MID00299_FID122067_SAG_T1.h5;meas_MID00300_FID135416_COR_T2.h5;meas_MID00301_FID130371_AX_T2_ANGLE_DISC.h5;meas_MID00302_FID122070_AX_T2.h5;meas_MID00302_FID135418_SAG_T2.h5;meas_MID00303_FID135419_SAG_T1.h5;meas_MID00304_FID122072_SAG_STIR.h5;meas_MID00304_FID130374_AX_T2_P2.h5;meas_MID00304_FID135420_SAG_STIR.h5;meas_MID00305_FID135421_AX_T2_ANGLE_DISC.h5;meas_MID00306_FID120542_COR_T2.h5;meas_MID00306_FID134960_COR_T2.h5;meas_MID00307_FID120543_SAG_T2.h5;meas_MID00307_FID124243_COR_T2.h5;meas_MID00309_FID124245_SAG_T2.h5;meas_MID00310_FID122078_RT_COR_T2_OBL.h5;meas_MID00310_FID124246_SAG_T1.h5;meas_MID00310_FID134964_SAG_T2.h5;meas_MID00310_FID135426_AX_T2_P2.h5;meas_MID00311_FID122079_LT_COR_T2_OBL.h5;meas_MID00311_FID134965_SAG_T1.h5;meas_MID00312_FID110745_COR_T2.h5;meas_MID00312_FID111811_COR_T2.h5;meas_MID00312_FID134966_SAG_STIR.h5;meas_MID00313_FID124249_SAG_STIR.h5;meas_MID00315_FID120551_SAG_T1.h5;meas_MID00316_FID111815_SAG_T2.h5;meas_MID00316_FID112293_COR_T2.h5;meas_MID00316_FID120552_AXIAL_T2.h5;meas_MID00316_FID128824_COR_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00023,36,meas_MID00457_FID119258_AX_T2_ANGLE_DISC.h5;meas_MID00458_FID112435_RT_COR_T2_OBL.h5;meas_MID00458_FID115970_SAG_T1.h5;meas_MID00458_FID119259_AX_T2_P2.h5;meas_MID00458_FID132086_AX_T2_P2.h5;meas_MID00459_FID112436_LT_COR_T2_OBL.h5;meas_MID00459_FID115971_SAG_STIR.h5;meas_MID00459_FID127016_RT_COR_T2_OBL.h5;meas_MID00460_FID115972_AX_T2_ANGLE_DISC.h5;meas_MID00460_FID127017_LT_COR_T2_OBL.h5;meas_MID00460_FID130035_AX_T2_T_SP.h5;meas_MID00463_FID132091_SAG_T1.h5;meas_MID00465_FID112442_COR_T2.h5;meas_MID00466_FID115978_AX_T2_P2.h5;meas_MID00466_FID127023_COR_T2.h5;meas_MID00467_FID127024_SAG_T2.h5;meas_MID00468_FID112445_SAG_T2.h5;meas_MID00468_FID127025_SAG_T1.h5;meas_MID00469_FID112446_SAG_T1.h5;meas_MID00469_FID127026_SAG_STIR.h5;meas_MID00470_FID112447_SAG_STIR.h5;meas_MID00471_FID115422_COR_T2.h5;meas_MID00472_FID127029_AX_T2_T_SP.h5;meas_MID00473_FID112450_AX_T2_T_SP.h5;meas_MID00473_FID115424_SAG_T2.h5;meas_MID00474_FID115425_SAG_T1.h5;meas_MID00475_FID115426_SAG_STIR.h5;meas_MID00477_FID125998_COR_T2.h5;meas_MID00478_FID125999_SAG_T2.h5;meas_MID00478_FID127035_AX_T2_T_SP.h5;meas_MID00479_FID112456_AX_T2_T_SP.h5;meas_MID00479_FID126000_SAG_T1.h5;meas_MID00480_FID126001_SAG_STIR.h5;meas_MID00481_FID114525_COR_T2.h5;meas_MID00481_FID115432_AX_T2_ANGLE_DISC.h5;meas_MID00482_FID114526_SAG_T2.h5
SPINE,multicoil_val,multicoil_val.tar.part-00005,36,meas_MID00141_FID130211_AX_T2_P2.h5;meas_MID00325_FID113295_SAG_T2.h5;meas_MID00123_FID114167_AX_T2.h5;meas_MID00351_FID116348_LT_COR_T2_OBL.h5;meas_MID00033_FID117931_AX_T2_P2.h5;meas_MID00306_FID114844_AX_T2_P2.h5;meas_MID00201_FID113171_SAG_T2.h5;meas_MID00021_FID117919_SAG_STIR.h5;meas_MID00130_FID130200_COR_T2.h5;meas_MID00124_FID125250_SAG_T1.h5;meas_MID00427_FID130497_SAG_T2.h5;meas_MID00119_FID118920_SAG_T1.h5;meas_MID00455_FID121737_SAG_T2.h5;meas_MID00394_FID134039_SAG_STIR.h5;meas_MID00296_FID115808_SAG_T2.h5;meas_MID00252_FID118150_SAG_T2.h5;meas_MID00300_FID114838_SAG_T2.h5;meas_MID00250_FID118148_COR_T2.h5;meas_MID00134_FID125260_AX_T2_P2.h5;meas_MID00079_FID130149_SAG_T1.h5;meas_MID00120_FID118921_SAG_STIR.h5;meas_MID00449_FID128498_COR_T2.h5;meas_MID00140_FID130210_AX_T2_ANGLE_DISC.h5;meas_MID00306_FID115818_AX_T2_ANGLE_DISC.h5;meas_MID00401_FID115913_SAG_T2.h5;meas_MID00298_FID125819_AX_T2_P2.h5;meas_MID00077_FID130147_COR_T2.h5;meas_MID00430_FID130500_SAG_STIR.h5;meas_MID00305_FID114843_AX_T2_ANGLE_DISC.h5;meas_MID00393_FID134038_SAG_T1.h5;meas_MID00430_FID115942_SAG_T2.h5;meas_MID00194_FID115145_SAG_T2_TGSE.h5;meas_MID00346_FID116343_SAG_T1.h5;meas_MID00115_FID118916_COR_T2.h5;meas_MID00105_FID114149_SAG_T2.h5;meas_MID00282_FID125803_COR_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00001,35,meas_MID00043_FID116514_AX_T2_ANGLE_DISC.h5;meas_MID00045_FID111013_SAG_T1.h5;meas_MID00045_FID116516_AX_T2_P2.h5;meas_MID00045_FID120741_COR_T2.h5;meas_MID00046_FID111014_SAG_STIR.h5;meas_MID00046_FID120742_SAG_T2.h5;meas_MID00046_FID134162_AX_T2_P2.h5;meas_MID00047_FID120743_SAG_T1.h5;meas_MID00047_FID134163_AX_T2_ANGLE_DISC.h5;meas_MID00048_FID114092_AX_T2.h5;meas_MID00048_FID120744_SAG_STIR.h5;meas_MID00048_FID128556_COR_T2.h5;meas_MID00049_FID114093_AX_T2_ANGLE_DISC.h5;meas_MID00049_FID128557_SAG_T2.h5;meas_MID00050_FID114588_COR_T2.h5;meas_MID00050_FID128558_SAG_T1.h5;meas_MID00051_FID128559_SAG_STIR.h5;meas_MID00052_FID114590_SAG_T2.h5;meas_MID00053_FID115565_COR_T2.h5;meas_MID00054_FID114592_SAG_T1.h5;meas_MID00054_FID120750_AX_T2_ANGLE_DISC.h5;meas_MID00055_FID114593_SAG_STIR.h5;meas_MID00055_FID128563_AX_T2_ANGLE_DISC.h5;meas_MID00056_FID128564_AX_T2.h5;meas_MID00059_FID115571_SAG_T2.h5;meas_MID00060_FID115572_SAG_T1.h5;meas_MID00060_FID120756_AX_T2.h5;meas_MID00061_FID115573_AXIAL_T2.h5;meas_MID00062_FID114600_AX_T2_ANGLE_DISC.h5;meas_MID00063_FID115575_SAG_STIR.h5;meas_MID00064_FID115576_RT_COR_T2_OBL.h5;meas_MID00065_FID115577_LT_COR_T2_OBL.h5;meas_MID00066_FID114604_AX_T2_P2.h5;meas_MID00066_FID120762_AX_T2.h5;meas_MID00067_FID111035_COR_T2.h5
SPINE,multicoil_test,multicoil_test.tar.part-00000,33,meas_MID00134_FID121416_SAG_T1.h5;meas_MID00440_FID121136_SAG_STIR.h5;meas_MID00393_FID117893_SAG_T1.h5;meas_MID00370_FID134015_SAG_T1.h5;meas_MID00464_FID125985_AX_T2.h5;meas_MID00267_FID114805_SAG_T2.h5;meas_MID00407_FID111375_AX_T2_ANGLE_DISC.h5;meas_MID00023_FID118824_SAG_T1.h5;meas_MID00180_FID110613_SAG_T2.h5;meas_MID00216_FID117716_AX_T2_TGSE.h5;meas_MID00431_FID121713_SAG_T1.h5;meas_MID00051_FID135167_SAG_T1.h5;meas_MID00049_FID125570_SAG_STIR.h5;meas_MID00434_FID129394_SAG_T2.h5;meas_MID00435_FID121717_AX_T2_ANGLE_DISC.h5;meas_MID00357_FID116828_SAG_T1.h5;meas_MID00147_FID118948_SAG_STIR.h5;meas_MID00025_FID118826_SAG_STIR.h5;meas_MID00458_FID125979_AX_T2_ANGLE_DISC.h5;meas_MID00455_FID125976_SAG_T2.h5;meas_MID00143_FID121425_AX_T2_P2.h5;meas_MID00035_FID125556_AX_T2_P2.h5;meas_MID00090_FID113561_COR_T2.h5;meas_MID00100_FID130170_COR_T2.h5;meas_MID00018_FID118819_AXIAL_T2.h5;meas_MID00449_FID121145_AX_T2_ANGLE_DISC.h5;meas_MID00358_FID116829_AXIAL_T2.h5;meas_MID00022_FID125543_SAG_T2.h5;meas_MID00372_FID134017_AX_T2_ANGLE_DISC.h5;meas_MID00271_FID114809_SAG_STIR.h5;meas_MID00135_FID121417_SAG_STIR.h5;meas_MID00326_FID115838_SAG_STIR.h5;meas_MID00190_FID126747_SAG_T1.h5
SPINE,multicoil_val,multicoil_val.tar.part-00000,33,meas_MID00118_FID133763_SAG_T2.h5;meas_MID00349_FID116346_SAG_STIR.h5;meas_MID00209_FID113179_AX_T2.h5;meas_MID00284_FID125805_SAG_T2.h5;meas_MID00160_FID117660_COR_T2.h5;meas_MID00119_FID133764_SAG_T1.h5;meas_MID00452_FID128501_SAG_T1.h5;meas_MID00286_FID125807_SAG_STIR.h5;meas_MID00459_FID128508_AX_T2_ANGLE_DISC.h5;meas_MID00133_FID117633_COR_T2.h5;meas_MID00253_FID118151_SAG_T1.h5;meas_MID00456_FID121738_SAG_T1.h5;meas_MID00398_FID115910_COR_T2.h5;meas_MID00453_FID128502_SAG_STIR.h5;meas_MID00334_FID113304_LT_COR_T2_OBL.h5;meas_MID00386_FID134031_COR_T2.h5;meas_MID00291_FID125812_AX_T2_ANGLE_DISC.h5;meas_MID00374_FID117874_SAG_STIR.h5;meas_MID00432_FID115944_SAG_STIR.h5;meas_MID00254_FID118152_SAG_STIR.h5;meas_MID00202_FID113172_SAG_T1.h5;meas_MID00409_FID115921_AX_T2.h5;meas_MID00392_FID134037_SAG_T2.h5;meas_MID00475_FID134120_RT_COR_T2_OBL.h5;meas_MID00426_FID115938_COR_T2.h5;meas_MID00085_FID134201_COR_T2.h5;meas_MID00354_FID115305_AX_T2_TGSE.h5;meas_MID00147_FID117647_AX_T2.h5;meas_MID00438_FID115950_AX_T2_P2.h5;meas_MID00323_FID114861_COR_T2.h5;meas_MID00363_FID117863_COR_T2.h5;meas_MID00391_FID115903_RT_COR_T2_OBL.h5;meas_MID00296_FID114834_COR_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00004,32,meas_MID00108_FID127157_SAG_T2.h5;meas_MID00109_FID112086_AX_T2_ANGLE_DISC.h5;meas_MID00109_FID127158_SAG_T1.h5;meas_MID00110_FID127159_SAG_STIR.h5;meas_MID00111_FID117611_AX_T2_ANGLE_DISC.h5;meas_MID00114_FID117614_AX_T2_P2.h5;meas_MID00115_FID111614_COR_T2.h5;meas_MID00115_FID112092_AX_T2_P2.h5;meas_MID00116_FID111615_SAG_T2.h5;meas_MID00120_FID127169_AX_T2_ANGLE_DISC.h5;meas_MID00121_FID115072_COR_T2.h5;meas_MID00121_FID126678_COR_T2.h5;meas_MID00121_FID127170_AX_T2_P2.h5;meas_MID00122_FID111621_SAG_T1.h5;meas_MID00123_FID126680_SAG_T2.h5;meas_MID00124_FID115075_SAG_T2.h5;meas_MID00124_FID126681_SAG_T1.h5;meas_MID00125_FID126682_SAG_STIR.h5;meas_MID00126_FID111625_AXIAL_T2.h5;meas_MID00126_FID115077_SAG_T1.h5;meas_MID00126_FID126683_AX_T2_P2.h5;meas_MID00127_FID111626_SAG_STIR.h5;meas_MID00127_FID115078_SAG_STIR.h5;meas_MID00127_FID126684_AX_T2_ANGLE_DISC.h5;meas_MID00128_FID111627_SAG_T2.h5;meas_MID00129_FID111628_RT_COR_T2_OBL.h5;meas_MID00129_FID118027_COR_T2.h5;meas_MID00130_FID111629_LT_COR_T2_OBL.h5;meas_MID00132_FID112109_COR_T2.h5;meas_MID00132_FID118030_SAG_T2.h5;meas_MID00132_FID132325_COR_T2.h5;meas_MID00133_FID115084_AX_T2_P2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00018,32,meas_MID00355_FID118253_AX_T2_ANGLE_DISC.h5;meas_MID00357_FID114401_COR_T2.h5;meas_MID00357_FID114895_AX_T2.h5;meas_MID00359_FID110792_AX_T2_ANGLE_DISC.h5;meas_MID00359_FID112336_COR_T2.h5;meas_MID00360_FID110793_AX_T2.h5;meas_MID00360_FID112337_SAG_T2.h5;meas_MID00360_FID121642_COR_T2.h5;meas_MID00361_FID118259_AX_T2_P2.h5;meas_MID00361_FID121643_SAG_T2.h5;meas_MID00362_FID112339_SAG_T1.h5;meas_MID00363_FID112340_SAG_STIR.h5;meas_MID00363_FID114407_SAG_T2.h5;meas_MID00363_FID132556_COR_T2.h5;meas_MID00364_FID112341_SAG_T2.h5;meas_MID00364_FID124300_COR_T2.h5;meas_MID00365_FID112342_AX_T2_ANGLE_DISC.h5;meas_MID00365_FID114409_SAG_T1.h5;meas_MID00365_FID123731_COR_T2.h5;meas_MID00365_FID124301_SAG_T2.h5;meas_MID00365_FID132558_SAG_T2.h5;meas_MID00366_FID113837_COR_T2.h5;meas_MID00366_FID114410_SAG_STIR.h5;meas_MID00367_FID121649_SAG_T1.h5;meas_MID00367_FID123733_SAG_T2.h5;meas_MID00368_FID112345_AX_T2.h5;meas_MID00368_FID121650_AXIAL_T2.h5;meas_MID00368_FID123734_SAG_T1.h5;meas_MID00369_FID114413_AX_T2_ANGLE_DISC.h5;meas_MID00370_FID113841_SAG_T2.h5;meas_MID00370_FID114414_AX_T2.h5;meas_MID00370_FID121652_SAG_STIR.h5
SPINE,multicoil_val,multicoil_val.tar.part-00003,32,meas_MID00415_FID115927_AX_T2.h5;meas_MID00350_FID116347_RT_COR_T2_OBL.h5;meas_MID00142_FID121910_SAG_T2.h5;meas_MID00080_FID135196_SAG_STIR.h5;meas_MID00365_FID115316_COR_T2_TGSE.h5;meas_MID00088_FID134204_SAG_T2.h5;meas_MID00144_FID121912_SAG_STIR.h5;meas_MID00372_FID117872_AXIAL_T2.h5;meas_MID00465_FID134110_SAG_T2.h5;meas_MID00117_FID114161_AX_T2.h5;meas_MID00330_FID113300_AX_T2.h5;meas_MID00375_FID117875_RT_COR_T2_OBL.h5;meas_MID00294_FID115806_COR_T2.h5;meas_MID00127_FID133772_AX_T2_P2.h5;meas_MID00376_FID117876_LT_COR_T2_OBL.h5;meas_MID00019_FID117917_SAG_T1.h5;meas_MID00179_FID117679_AX_T2.h5;meas_MID00132_FID130202_SAG_T2.h5;meas_MID00090_FID135206_AX_T2_P2.h5;meas_MID00439_FID115951_AX_T2_ANGLE_DISC.h5;meas_MID00145_FID121913_AX_T2_ANGLE_DISC.h5;meas_MID00400_FID113871_COR_T2.h5;meas_MID00392_FID115904_LT_COR_T2_OBL.h5;meas_MID00015_FID117913_COR_T2.h5;meas_MID00298_FID115810_SAG_T1.h5;meas_MID00339_FID116336_COR_T2.h5;meas_MID00476_FID134121_LT_COR_T2_OBL.h5;meas_MID00144_FID117644_AX_T2_ANGLE_DISC.h5;meas_MID00268_FID118166_AX_T2_ANGLE_DISC.h5;meas_MID00202_FID115153_AX_T2_TGSE.h5;meas_MID00071_FID135187_COR_T2.h5;meas_MID00137_FID117637_SAG_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00006,31,meas_MID00156_FID114694_AX_T2.h5;meas_MID00156_FID115107_COR_T2.h5;meas_MID00156_FID115668_RT_COR_T2_OBL.h5;meas_MID00156_FID124092_COR_T2.h5;meas_MID00157_FID115108_SAG_T2.h5;meas_MID00157_FID115669_LT_COR_T2_OBL.h5;meas_MID00157_FID121439_COR_T2.h5;meas_MID00158_FID124094_SAG_T2.h5;meas_MID00159_FID114697_AX_T2.h5;meas_MID00159_FID121441_SAG_T2.h5;meas_MID00159_FID126716_COR_T2.h5;meas_MID00160_FID121442_SAG_T1.h5;meas_MID00160_FID126717_SAG_T2.h5;meas_MID00161_FID121443_SAG_STIR.h5;meas_MID00161_FID124097_SAG_T1.h5;meas_MID00163_FID124099_SAG_STIR.h5;meas_MID00164_FID124100_AX_T2_ANGLE_DISC.h5;meas_MID00165_FID111133_COR_T2.h5;meas_MID00165_FID126722_AX_T2.h5;meas_MID00166_FID126723_SAG_T1.h5;meas_MID00168_FID111136_SAG_T2.h5;meas_MID00168_FID126725_SAG_STIR.h5;meas_MID00170_FID111138_SAG_T1.h5;meas_MID00170_FID115121_SAG_T2.h5;meas_MID00171_FID111139_SAG_STIR.h5;meas_MID00171_FID115122_SAG_T1.h5;meas_MID00171_FID121453_AX_T2_P2.h5;meas_MID00173_FID113644_COR_T2.h5;meas_MID00173_FID115124_AXIAL_T2.h5;meas_MID00174_FID113645_SAG_T2.h5;meas_MID00174_FID118072_COR_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00007,31,meas_MID00174_FID126731_RT_COR_T2_OBL.h5;meas_MID00175_FID115126_SAG_STIR.h5;meas_MID00175_FID118073_SAG_T2.h5;meas_MID00175_FID126732_LT_COR_T2_OBL.h5;meas_MID00176_FID115127_RT_COR_T2_OBL.h5;meas_MID00177_FID115128_LT_COR_T2_OBL.h5;meas_MID00177_FID121459_AX_T2_P2.h5;meas_MID00178_FID121460_AX_T2_ANGLE_DISC.h5;meas_MID00178_FID124114_AX_T2_P2.h5;meas_MID00180_FID118078_SAG_T1.h5;meas_MID00182_FID113653_SAG_T1.h5;meas_MID00183_FID113654_AXIAL_T2.h5;meas_MID00183_FID128691_COR_T2.h5;meas_MID00183_FID133828_COR_T2.h5;meas_MID00184_FID128692_SAG_T2.h5;meas_MID00185_FID113656_SAG_STIR.h5;meas_MID00185_FID133830_SAG_T2.h5;meas_MID00186_FID113657_RT_COR_T2_OBL.h5;meas_MID00186_FID118084_AXIAL_T2.h5;meas_MID00186_FID133831_SAG_T1.h5;meas_MID00187_FID113658_LT_COR_T2_OBL.h5;meas_MID00187_FID133832_SAG_STIR.h5;meas_MID00189_FID121471_SAG_T1_PAT2_PG_FS.h5;meas_MID00190_FID111158_COR_T2.h5;meas_MID00190_FID115702_COR_T2.h5;meas_MID00191_FID115703_SAG_T2.h5;meas_MID00192_FID115704_SAG_T1.h5;meas_MID00192_FID128700_SAG_T1.h5;meas_MID00193_FID115705_SAG_STIR.h5;meas_MID00193_FID128701_AXIAL_T2.h5;meas_MID00193_FID133838_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_test,multicoil_test.tar.part-00001,30,meas_MID00129_FID113600_LT_COR_T2_OBL.h5;meas_MID00025_FID120721_SAG_T1.h5;meas_MID00371_FID134016_SAG_STIR.h5;meas_MID00334_FID115846_AX_T2.h5;meas_MID00435_FID129395_SAG_T1.h5;meas_MID00079_FID128587_RT_COR_T2_OBL.h5;meas_MID00450_FID128958_AX_T2_ANGLE_DISC.h5;meas_MID00235_FID111203_AX_T2_P2.h5;meas_MID00136_FID113607_COR_T2.h5;meas_MID00352_FID116823_COR_T2.h5;meas_MID00127_FID113598_AXIAL_T2.h5;meas_MID00208_FID126765_AX_T2.h5;meas_MID00399_FID117899_AX_T2_P2.h5;meas_MID00051_FID127100_SAG_T1.h5;meas_MID00051_FID125572_AX_T2_ANGLE_DISC.h5;meas_MID00091_FID113562_SAG_T2.h5;meas_MID00026_FID118827_RT_COR_T2_OBL.h5;meas_MID00190_FID110623_AX_T2_ANGLE_DISC.h5;meas_MID00181_FID125702_LT_COR_T2_OBL.h5;meas_MID00017_FID118818_SAG_T2.h5;meas_MID00141_FID121423_AX_T2_ANGLE_DISC.h5;meas_MID00454_FID125975_COR_T2.h5;meas_MID00205_FID125331_COR_T2.h5;meas_MID00439_FID128947_COR_T2.h5;meas_MID00029_FID120725_SAG_STIR.h5;meas_MID00330_FID111298_SAG_T1.h5;meas_MID00046_FID125567_SAG_T2.h5;meas_MID00128_FID121410_COR_T2.h5;meas_MID00439_FID121135_SAG_T1.h5;meas_MID00276_FID135392_SAG_T2.h5
SPINE,multicoil_test,multicoil_test.tar.part-00003,30,meas_MID00464_FID126475_AX_T2_P2.h5;meas_MID00189_FID126746_SAG_T2.h5;meas_MID00286_FID135402_AX_T2_P2.h5;meas_MID00116_FID113587_SAG_T1.h5;meas_MID00063_FID135179_AX_T2_P2.h5;meas_MID00058_FID125579_AX_T2_P2.h5;meas_MID00117_FID113588_AXIAL_T2.h5;meas_MID00470_FID126481_AX_T2.h5;meas_MID00050_FID127099_SAG_T2.h5;meas_MID00257_FID115769_AX_T2_ANGLE_DISC.h5;meas_MID00245_FID111213_AX_T2_ANGLE_DISC.h5;meas_MID00195_FID117695_SAG_T2_TGSE.h5;meas_MID00080_FID128588_LT_COR_T2_OBL.h5;meas_MID00389_FID117889_COR_T2.h5;meas_MID00048_FID127097_COR_T2.h5;meas_MID00149_FID118950_LT_COR_T2_OBL.h5;meas_MID00139_FID118940_AXIAL_T2.h5;meas_MID00394_FID117894_SAG_STIR.h5;meas_MID00425_FID121707_COR_T2.h5;meas_MID00347_FID111315_AX_T2.h5;meas_MID00399_FID111367_SAG_T2.h5;meas_MID00148_FID118949_RT_COR_T2_OBL.h5;meas_MID00360_FID116831_SAG_STIR.h5;meas_MID00034_FID125555_AX_T2_ANGLE_DISC.h5;meas_MID00172_FID125693_SAG_T1.h5;meas_MID00070_FID128578_SAG_T2.h5;meas_MID00439_FID129399_AX_T2_ANGLE_DISC.h5;meas_MID00105_FID130175_AX_T2_ANGLE_DISC.h5;meas_MID00253_FID115765_SAG_T2.h5;meas_MID00238_FID111206_AX_T2_P2.h5
